id_turno,dni_personal,numero_cabina,fecha,turno
TURNO00004720,48876368,C0020,2025-06-16,noche
TURNO00004721,24008312,C0021,2025-06-16,noche
TURNO00004722,39308357,C0022,2025-06-16,noche
TURNO00004723,34373222,C0023,2025-06-16,noche
TURNO00004724,33221160,C0024,2025-06-16,noche
TURNO00004725,42006915,C0025,2025-06-16,noche
TURNO00004726,94824486,C0026,2025-06-16,noche
TURNO00004727,42394594,C0027,2025-06-16,noche
TURNO00004728,41223089,C0028,2025-06-16,noche
TURNO00004729,66621624,C0029,2025-06-16,noche
TURNO00004730,39210523,C0030,2025-06-16,noche
TURNO00004731,17365947,C0031,2025-06-16,noche
TURNO00004732,25813901,C0032,2025-06-16,noche
TURNO00004733,82694304,C0033,2025-06-16,noche
TURNO00004734,60965801,C0034,2025-06-16,noche
TURNO00004735,92641710,C0035,2025-06-16,noche
TURNO00004736,10092085,C0036,2025-06-16,noche
TURNO00004737,45083005,C0037,2025-06-16,noche
TURNO00004738,26568106,C0038,2025-06-16,noche
TURNO00004739,37210253,C0039,2025-06-16,noche
TURNO00004740,23058806,C0040,2025-06-16,noche
TURNO00004741,55538614,C0041,2025-06-16,noche
TURNO00004742,13382042,C0042,2025-06-16,noche
TURNO00004743,42807943,C0043,2025-06-16,noche
TURNO00004744,80323940,C0044,2025-06-16,noche
TURNO00004745,40276549,C0045,2025-06-16,noche
TURNO00004746,41434886,C0046,2025-06-16,noche
TURNO00004747,28705370,C0047,2025-06-16,noche
TURNO00004748,76236371,C0048,2025-06-16,noche
TURNO00004749,22048201,C0049,2025-06-16,noche
TURNO00004750,89396203,C0050,2025-06-16,noche
TURNO00004751,71424929,C0051,2025-06-16,noche
TURNO00004752,87666415,C0052,2025-06-16,noche
TURNO00004753,28705370,C0053,2025-06-16,noche
TURNO00004754,37210253,C0054,2025-06-16,noche
TURNO00004755,71702053,C0055,2025-06-16,noche
TURNO00004756,74038931,C0056,2025-06-16,noche
TURNO00004757,88686471,C0057,2025-06-16,noche
TURNO00004758,78103250,C0058,2025-06-16,noche
TURNO00004759,91572209,C0059,2025-06-16,noche
TURNO00004760,27804516,C0060,2025-06-16,noche
TURNO00004761,54880427,C0061,2025-06-16,noche
TURNO00004762,99172477,C0062,2025-06-16,noche
TURNO00004763,80441895,C0063,2025-06-16,noche
TURNO00004764,22048201,C0064,2025-06-16,noche
TURNO00004765,57478264,C0065,2025-06-16,noche
TURNO00004766,70617416,C0066,2025-06-16,noche
TURNO00004767,40153493,C0067,2025-06-16,noche
TURNO00004768,65298280,C0068,2025-06-16,noche
TURNO00004769,91795127,C0069,2025-06-16,noche
TURNO00004770,90094850,C0070,2025-06-16,noche
TURNO00004771,34348829,C0071,2025-06-16,noche
TURNO00004772,24038295,C0072,2025-06-16,noche
TURNO00004773,18774752,C0073,2025-06-16,noche
TURNO00004774,80420740,C0074,2025-06-16,noche
TURNO00004775,88534015,C0075,2025-06-16,noche
TURNO00004776,99172477,C0076,2025-06-16,noche
TURNO00004777,61828535,C0077,2025-06-16,noche
TURNO00004778,24968100,C0078,2025-06-16,noche
TURNO00004779,54527680,C0079,2025-06-16,noche
TURNO00004780,63372822,C0080,2025-06-16,noche
TURNO00004781,33980655,C0081,2025-06-16,noche
TURNO00004782,30473457,C0082,2025-06-16,noche
TURNO00004783,96016242,C0083,2025-06-16,noche
TURNO00004784,29366327,C0084,2025-06-16,noche
TURNO00004785,97084931,C0085,2025-06-16,noche
TURNO00004786,47451876,C0086,2025-06-16,noche
TURNO00004787,25383627,C0087,2025-06-16,noche
TURNO00004788,33896847,C0088,2025-06-16,noche
TURNO00004789,77493159,C0089,2025-06-16,noche
TURNO00004790,87666415,C0090,2025-06-16,noche
TURNO00004791,10075376,C0091,2025-06-16,noche
TURNO00004792,10452724,C0092,2025-06-16,noche
TURNO00004793,93017107,C0093,2025-06-16,noche
TURNO00004794,22649762,C0094,2025-06-16,noche
TURNO00004795,93538839,C0095,2025-06-16,noche
TURNO00004796,88115177,C0096,2025-06-16,noche
TURNO00004797,48414597,C0097,2025-06-16,noche
TURNO00004798,17036515,C0098,2025-06-16,noche
TURNO00004799,55280909,C0099,2025-06-16,noche
TURNO00004800,81775019,C0100,2025-06-16,noche
TURNO00004801,58416551,C0001,2025-06-17,mañana
TURNO00004802,32750401,C0002,2025-06-17,mañana
TURNO00004803,34479279,C0003,2025-06-17,mañana
TURNO00004804,47661046,C0004,2025-06-17,mañana
TURNO00004805,10452724,C0005,2025-06-17,mañana
TURNO00004806,57386360,C0006,2025-06-17,mañana
TURNO00004807,24703626,C0007,2025-06-17,mañana
TURNO00004808,87666415,C0008,2025-06-17,mañana
TURNO00004809,21733754,C0009,2025-06-17,mañana
TURNO00004810,55896683,C0010,2025-06-17,mañana
TURNO00004811,21912443,C0011,2025-06-17,mañana
TURNO00004812,57192728,C0012,2025-06-17,mañana
TURNO00004813,62174914,C0013,2025-06-17,mañana
TURNO00004814,86690512,C0014,2025-06-17,mañana
TURNO00004815,71424929,C0015,2025-06-17,mañana
TURNO00004816,48165395,C0016,2025-06-17,mañana
TURNO00004817,74905136,C0017,2025-06-17,mañana
TURNO00004818,54777966,C0018,2025-06-17,mañana
TURNO00004819,90314473,C0019,2025-06-17,mañana
TURNO00004820,30768159,C0020,2025-06-17,mañana
TURNO00004821,83683895,C0021,2025-06-17,mañana
TURNO00004822,50907071,C0022,2025-06-17,mañana
TURNO00004823,24511666,C0023,2025-06-17,mañana
TURNO00004824,74905136,C0024,2025-06-17,mañana
TURNO00004825,59087538,C0025,2025-06-17,mañana
TURNO00004826,90075903,C0026,2025-06-17,mañana
TURNO00004827,47314637,C0027,2025-06-17,mañana
TURNO00004828,80323940,C0028,2025-06-17,mañana
TURNO00004829,54777966,C0029,2025-06-17,mañana
TURNO00004830,14191449,C0030,2025-06-17,mañana
TURNO00004831,12745935,C0031,2025-06-17,mañana
TURNO00004832,18612860,C0032,2025-06-17,mañana
TURNO00004833,26789423,C0033,2025-06-17,mañana
TURNO00004834,65114777,C0034,2025-06-17,mañana
TURNO00004835,36832313,C0035,2025-06-17,mañana
TURNO00004836,58078470,C0036,2025-06-17,mañana
TURNO00004837,68714848,C0037,2025-06-17,mañana
TURNO00004838,57386360,C0038,2025-06-17,mañana
TURNO00004839,50825215,C0039,2025-06-17,mañana
TURNO00004840,45914654,C0040,2025-06-17,mañana
TURNO00004841,31788974,C0041,2025-06-17,mañana
TURNO00004842,51799183,C0042,2025-06-17,mañana
TURNO00004843,15637342,C0043,2025-06-17,mañana
TURNO00004844,61828535,C0044,2025-06-17,mañana
TURNO00004845,46628786,C0045,2025-06-17,mañana
TURNO00004846,44079301,C0046,2025-06-17,mañana
TURNO00004847,25256426,C0047,2025-06-17,mañana
TURNO00004848,10912608,C0048,2025-06-17,mañana
TURNO00004849,67359803,C0049,2025-06-17,mañana
TURNO00004850,75051983,C0050,2025-06-17,mañana
TURNO00004851,78103250,C0051,2025-06-17,mañana
TURNO00004852,59087538,C0052,2025-06-17,mañana
TURNO00004853,50065117,C0053,2025-06-17,mañana
TURNO00004854,18612860,C0054,2025-06-17,mañana
TURNO00004855,30289268,C0055,2025-06-17,mañana
TURNO00004856,10075376,C0056,2025-06-17,mañana
TURNO00004857,42883002,C0057,2025-06-17,mañana
TURNO00004858,25813901,C0058,2025-06-17,mañana
TURNO00004859,18014303,C0059,2025-06-17,mañana
TURNO00004860,80614879,C0060,2025-06-17,mañana
TURNO00004861,17603428,C0061,2025-06-17,mañana
TURNO00004862,64912440,C0062,2025-06-17,mañana
TURNO00004863,63630549,C0063,2025-06-17,mañana
TURNO00004864,10075376,C0064,2025-06-17,mañana
TURNO00004865,73679978,C0065,2025-06-17,mañana
TURNO00004866,45753175,C0066,2025-06-17,mañana
TURNO00004867,24968100,C0067,2025-06-17,mañana
TURNO00004868,33804190,C0068,2025-06-17,mañana
TURNO00004869,24511666,C0069,2025-06-17,mañana
TURNO00004870,61035257,C0070,2025-06-17,mañana
TURNO00004871,43997764,C0071,2025-06-17,mañana
TURNO00004872,26600280,C0072,2025-06-17,mañana
TURNO00004873,24968100,C0073,2025-06-17,mañana
TURNO00004874,12122984,C0074,2025-06-17,mañana
TURNO00004875,38561587,C0075,2025-06-17,mañana
TURNO00004876,12122984,C0076,2025-06-17,mañana
TURNO00004877,12418274,C0077,2025-06-17,mañana
TURNO00004878,44019061,C0078,2025-06-17,mañana
TURNO00004879,65168364,C0079,2025-06-17,mañana
TURNO00004880,81775019,C0080,2025-06-17,mañana
TURNO00004881,16498604,C0081,2025-06-17,mañana
TURNO00004882,85118727,C0082,2025-06-17,mañana
TURNO00004883,48876368,C0083,2025-06-17,mañana
TURNO00004884,30108651,C0084,2025-06-17,mañana
TURNO00004885,65255157,C0085,2025-06-17,mañana
TURNO00004886,60968383,C0086,2025-06-17,mañana
TURNO00004887,42883002,C0087,2025-06-17,mañana
TURNO00004888,36178076,C0088,2025-06-17,mañana
TURNO00004889,55538614,C0089,2025-06-17,mañana
TURNO00004890,68534414,C0090,2025-06-17,mañana
TURNO00004891,77758003,C0091,2025-06-17,mañana
TURNO00004892,85602609,C0092,2025-06-17,mañana
TURNO00004893,76177025,C0093,2025-06-17,mañana
TURNO00004894,26257607,C0094,2025-06-17,mañana
TURNO00004895,98170095,C0095,2025-06-17,mañana
TURNO00004896,14251930,C0096,2025-06-17,mañana
TURNO00004897,42927484,C0097,2025-06-17,mañana
TURNO00004898,50914112,C0098,2025-06-17,mañana
TURNO00004899,47591270,C0099,2025-06-17,mañana
TURNO00004900,11278310,C0100,2025-06-17,mañana
TURNO00004901,92548464,C0001,2025-06-17,tarde
TURNO00004902,63372822,C0002,2025-06-17,tarde
TURNO00004903,90314473,C0003,2025-06-17,tarde
TURNO00004904,24968100,C0004,2025-06-17,tarde
TURNO00004905,44180174,C0005,2025-06-17,tarde
TURNO00004906,39333353,C0006,2025-06-17,tarde
TURNO00004907,25383627,C0007,2025-06-17,tarde
TURNO00004908,49531378,C0008,2025-06-17,tarde
TURNO00004909,24345131,C0009,2025-06-17,tarde
TURNO00004910,94910509,C0010,2025-06-17,tarde
TURNO00004911,21849608,C0011,2025-06-17,tarde
TURNO00004912,10092085,C0012,2025-06-17,tarde
TURNO00004913,12122984,C0013,2025-06-17,tarde
TURNO00004914,45029072,C0014,2025-06-17,tarde
TURNO00004915,42394594,C0015,2025-06-17,tarde
TURNO00004916,73495065,C0016,2025-06-17,tarde
TURNO00004917,58329582,C0017,2025-06-17,tarde
TURNO00004918,39276848,C0018,2025-06-17,tarde
TURNO00004919,75575041,C0019,2025-06-17,tarde
TURNO00004920,16498604,C0020,2025-06-17,tarde
TURNO00004921,80614879,C0021,2025-06-17,tarde
TURNO00004922,44079301,C0022,2025-06-17,tarde
TURNO00004923,55219868,C0023,2025-06-17,tarde
TURNO00004924,65774099,C0024,2025-06-17,tarde
TURNO00004925,93538839,C0025,2025-06-17,tarde
TURNO00004926,30473457,C0026,2025-06-17,tarde
TURNO00004927,63872581,C0027,2025-06-17,tarde
TURNO00004928,54880427,C0028,2025-06-17,tarde
TURNO00004929,48153605,C0029,2025-06-17,tarde
TURNO00004930,59859887,C0030,2025-06-17,tarde
TURNO00004931,80470576,C0031,2025-06-17,tarde
TURNO00004932,50065117,C0032,2025-06-17,tarde
TURNO00004933,45753175,C0033,2025-06-17,tarde
TURNO00004934,99126444,C0034,2025-06-17,tarde
TURNO00004935,45753175,C0035,2025-06-17,tarde
TURNO00004936,91795127,C0036,2025-06-17,tarde
TURNO00004937,30108651,C0037,2025-06-17,tarde
TURNO00004938,88686471,C0038,2025-06-17,tarde
TURNO00004939,73534307,C0039,2025-06-17,tarde
TURNO00004940,24511666,C0040,2025-06-17,tarde
TURNO00004941,70617416,C0041,2025-06-17,tarde
TURNO00004942,18774752,C0042,2025-06-17,tarde
TURNO00004943,83276584,C0043,2025-06-17,tarde
TURNO00004944,72903206,C0044,2025-06-17,tarde
TURNO00004945,69686691,C0045,2025-06-17,tarde
TURNO00004946,42883002,C0046,2025-06-17,tarde
TURNO00004947,47991049,C0047,2025-06-17,tarde
TURNO00004948,90652482,C0048,2025-06-17,tarde
TURNO00004949,71553770,C0049,2025-06-17,tarde
TURNO00004950,23776764,C0050,2025-06-17,tarde
TURNO00004951,83683895,C0051,2025-06-17,tarde
TURNO00004952,48258715,C0052,2025-06-17,tarde
TURNO00004953,30108651,C0053,2025-06-17,tarde
TURNO00004954,60640154,C0054,2025-06-17,tarde
TURNO00004955,24254988,C0055,2025-06-17,tarde
TURNO00004956,43110237,C0056,2025-06-17,tarde
TURNO00004957,45808452,C0057,2025-06-17,tarde
TURNO00004958,90652482,C0058,2025-06-17,tarde
TURNO00004959,90652482,C0059,2025-06-17,tarde
TURNO00004960,26653844,C0060,2025-06-17,tarde
TURNO00004961,68825333,C0061,2025-06-17,tarde
TURNO00004962,40276549,C0062,2025-06-17,tarde
TURNO00004963,59487186,C0063,2025-06-17,tarde
TURNO00004964,71702053,C0064,2025-06-17,tarde
TURNO00004965,24254988,C0065,2025-06-17,tarde
TURNO00004966,93520219,C0066,2025-06-17,tarde
TURNO00004967,43061051,C0067,2025-06-17,tarde
TURNO00004968,85602609,C0068,2025-06-17,tarde
TURNO00004969,83683895,C0069,2025-06-17,tarde
TURNO00004970,23238077,C0070,2025-06-17,tarde
TURNO00004971,85962993,C0071,2025-06-17,tarde
TURNO00004972,70370123,C0072,2025-06-17,tarde
TURNO00004973,14086794,C0073,2025-06-17,tarde
TURNO00004974,94824486,C0074,2025-06-17,tarde
TURNO00004975,42059525,C0075,2025-06-17,tarde
TURNO00004976,97084931,C0076,2025-06-17,tarde
TURNO00004977,91327660,C0077,2025-06-17,tarde
TURNO00004978,52009266,C0078,2025-06-17,tarde
TURNO00004979,50907071,C0079,2025-06-17,tarde
TURNO00004980,34373222,C0080,2025-06-17,tarde
TURNO00004981,57478264,C0081,2025-06-17,tarde
TURNO00004982,34366832,C0082,2025-06-17,tarde
TURNO00004983,16618483,C0083,2025-06-17,tarde
TURNO00004984,65114777,C0084,2025-06-17,tarde
TURNO00004985,74038931,C0085,2025-06-17,tarde
TURNO00004986,86690512,C0086,2025-06-17,tarde
TURNO00004987,61035257,C0087,2025-06-17,tarde
TURNO00004988,97355656,C0088,2025-06-17,tarde
TURNO00004989,58488284,C0089,2025-06-17,tarde
TURNO00004990,16618483,C0090,2025-06-17,tarde
TURNO00004991,20471386,C0091,2025-06-17,tarde
TURNO00004992,12914334,C0092,2025-06-17,tarde
TURNO00004993,95367644,C0093,2025-06-17,tarde
TURNO00004994,39444528,C0094,2025-06-17,tarde
TURNO00004995,79030176,C0095,2025-06-17,tarde
TURNO00004996,50944706,C0096,2025-06-17,tarde
TURNO00004997,77449071,C0097,2025-06-17,tarde
TURNO00004998,12745935,C0098,2025-06-17,tarde
TURNO00004999,33221160,C0099,2025-06-17,tarde
TURNO00005000,16618483,C0100,2025-06-17,tarde
TURNO00005001,49996605,C0001,2025-06-17,noche
TURNO00005002,57192728,C0002,2025-06-17,noche
TURNO00005003,59789448,C0003,2025-06-17,noche
TURNO00005004,28965254,C0004,2025-06-17,noche
TURNO00005005,37175790,C0005,2025-06-17,noche
TURNO00005006,31788974,C0006,2025-06-17,noche
TURNO00005007,49996605,C0007,2025-06-17,noche
TURNO00005008,23929933,C0008,2025-06-17,noche
TURNO00005009,85118727,C0009,2025-06-17,noche
TURNO00005010,56481490,C0010,2025-06-17,noche
TURNO00005011,23665757,C0011,2025-06-17,noche
TURNO00005012,47451876,C0012,2025-06-17,noche
TURNO00005013,24965096,C0013,2025-06-17,noche
TURNO00005014,99126444,C0014,2025-06-17,noche
TURNO00005015,37777409,C0015,2025-06-17,noche
TURNO00005016,68825333,C0016,2025-06-17,noche
TURNO00005017,33414660,C0017,2025-06-17,noche
TURNO00005018,82823218,C0018,2025-06-17,noche
TURNO00005019,92548464,C0019,2025-06-17,noche
TURNO00005020,77199141,C0020,2025-06-17,noche
TURNO00005021,43110237,C0021,2025-06-17,noche
TURNO00005022,41223089,C0022,2025-06-17,noche
TURNO00005023,22649762,C0023,2025-06-17,noche
TURNO00005024,83276584,C0024,2025-06-17,noche
TURNO00005025,51887280,C0025,2025-06-17,noche
TURNO00005026,36832313,C0026,2025-06-17,noche
TURNO00005027,93343974,C0027,2025-06-17,noche
TURNO00005028,94376961,C0028,2025-06-17,noche
TURNO00005029,51767544,C0029,2025-06-17,noche
TURNO00005030,47170152,C0030,2025-06-17,noche
TURNO00005031,20190243,C0031,2025-06-17,noche
TURNO00005032,33221160,C0032,2025-06-17,noche
TURNO00005033,46172675,C0033,2025-06-17,noche
TURNO00005034,23929933,C0034,2025-06-17,noche
TURNO00005035,39396753,C0035,2025-06-17,noche
TURNO00005036,46628786,C0036,2025-06-17,noche
TURNO00005037,75380085,C0037,2025-06-17,noche
TURNO00005038,82072610,C0038,2025-06-17,noche
TURNO00005039,66832416,C0039,2025-06-17,noche
TURNO00005040,57815644,C0040,2025-06-17,noche
TURNO00005041,32722784,C0041,2025-06-17,noche
TURNO00005042,94910509,C0042,2025-06-17,noche
TURNO00005043,94678171,C0043,2025-06-17,noche
TURNO00005044,24703626,C0044,2025-06-17,noche
TURNO00005045,59345681,C0045,2025-06-17,noche
TURNO00005046,86356633,C0046,2025-06-17,noche
TURNO00005047,55693925,C0047,2025-06-17,noche
TURNO00005048,40961388,C0048,2025-06-17,noche
TURNO00005049,17036515,C0049,2025-06-17,noche
TURNO00005050,19113333,C0050,2025-06-17,noche
TURNO00005051,50312202,C0051,2025-06-17,noche
TURNO00005052,30108651,C0052,2025-06-17,noche
TURNO00005053,59087538,C0053,2025-06-17,noche
TURNO00005054,45482913,C0054,2025-06-17,noche
TURNO00005055,41223019,C0055,2025-06-17,noche
TURNO00005056,47661046,C0056,2025-06-17,noche
TURNO00005057,12340019,C0057,2025-06-17,noche
TURNO00005058,55693925,C0058,2025-06-17,noche
TURNO00005059,60715005,C0059,2025-06-17,noche
TURNO00005060,53869470,C0060,2025-06-17,noche
TURNO00005061,81800569,C0061,2025-06-17,noche
TURNO00005062,31118171,C0062,2025-06-17,noche
TURNO00005063,22649762,C0063,2025-06-17,noche
TURNO00005064,27804516,C0064,2025-06-17,noche
TURNO00005065,99559915,C0065,2025-06-17,noche
TURNO00005066,86688161,C0066,2025-06-17,noche
TURNO00005067,49846694,C0067,2025-06-17,noche
TURNO00005068,46628786,C0068,2025-06-17,noche
TURNO00005069,18612860,C0069,2025-06-17,noche
TURNO00005070,80614879,C0070,2025-06-17,noche
TURNO00005071,88534015,C0071,2025-06-17,noche
TURNO00005072,31788974,C0072,2025-06-17,noche
TURNO00005073,60731253,C0073,2025-06-17,noche
TURNO00005074,82623986,C0074,2025-06-17,noche
TURNO00005075,35632986,C0075,2025-06-17,noche
TURNO00005076,68825333,C0076,2025-06-17,noche
TURNO00005077,65255157,C0077,2025-06-17,noche
TURNO00005078,65774099,C0078,2025-06-17,noche
TURNO00005079,14191449,C0079,2025-06-17,noche
TURNO00005080,92106844,C0080,2025-06-17,noche
TURNO00005081,30379923,C0081,2025-06-17,noche
TURNO00005082,98933396,C0082,2025-06-17,noche
TURNO00005083,37620615,C0083,2025-06-17,noche
TURNO00005084,39333353,C0084,2025-06-17,noche
TURNO00005085,21912443,C0085,2025-06-17,noche
TURNO00005086,78677563,C0086,2025-06-17,noche
TURNO00005087,76236371,C0087,2025-06-17,noche
TURNO00005088,30108651,C0088,2025-06-17,noche
TURNO00005089,43061051,C0089,2025-06-17,noche
TURNO00005090,16903617,C0090,2025-06-17,noche
TURNO00005091,93191124,C0091,2025-06-17,noche
TURNO00005092,84203824,C0092,2025-06-17,noche
TURNO00005093,22761024,C0093,2025-06-17,noche
TURNO00005094,33414660,C0094,2025-06-17,noche
TURNO00005095,34348829,C0095,2025-06-17,noche
TURNO00005096,23238077,C0096,2025-06-17,noche
TURNO00005097,29933241,C0097,2025-06-17,noche
TURNO00005098,69312344,C0098,2025-06-17,noche
TURNO00005099,81914677,C0099,2025-06-17,noche
TURNO00005100,29190163,C0100,2025-06-17,noche
TURNO00005101,48805980,C0001,2025-06-18,mañana
TURNO00005102,24352272,C0002,2025-06-18,mañana
TURNO00005103,92846944,C0003,2025-06-18,mañana
TURNO00005104,25813901,C0004,2025-06-18,mañana
TURNO00005105,34440293,C0005,2025-06-18,mañana
TURNO00005106,24465960,C0006,2025-06-18,mañana
TURNO00005107,97355656,C0007,2025-06-18,mañana
TURNO00005108,88891590,C0008,2025-06-18,mañana
TURNO00005109,90652482,C0009,2025-06-18,mañana
TURNO00005110,11725702,C0010,2025-06-18,mañana
TURNO00005111,61881632,C0011,2025-06-18,mañana
TURNO00005112,37099007,C0012,2025-06-18,mañana
TURNO00005113,72903206,C0013,2025-06-18,mañana
TURNO00005114,44006022,C0014,2025-06-18,mañana
TURNO00005115,99887862,C0015,2025-06-18,mañana
TURNO00005116,77139401,C0016,2025-06-18,mañana
TURNO00005117,47617005,C0017,2025-06-18,mañana
TURNO00005118,67295181,C0018,2025-06-18,mañana
TURNO00005119,16897210,C0019,2025-06-18,mañana
TURNO00005120,75051983,C0020,2025-06-18,mañana
TURNO00005121,36178076,C0021,2025-06-18,mañana
TURNO00005122,12856180,C0022,2025-06-18,mañana
TURNO00005123,75457803,C0023,2025-06-18,mañana
TURNO00005124,37175790,C0024,2025-06-18,mañana
TURNO00005125,82072610,C0025,2025-06-18,mañana
TURNO00005126,43208178,C0026,2025-06-18,mañana
TURNO00005127,58308885,C0027,2025-06-18,mañana
TURNO00005128,42006915,C0028,2025-06-18,mañana
TURNO00005129,86197640,C0029,2025-06-18,mañana
TURNO00005130,46690442,C0030,2025-06-18,mañana
TURNO00005131,11725702,C0031,2025-06-18,mañana
TURNO00005132,61035257,C0032,2025-06-18,mañana
TURNO00005133,47451876,C0033,2025-06-18,mañana
TURNO00005134,21912443,C0034,2025-06-18,mañana
TURNO00005135,25968277,C0035,2025-06-18,mañana
TURNO00005136,94389348,C0036,2025-06-18,mañana
TURNO00005137,66815575,C0037,2025-06-18,mañana
TURNO00005138,33896847,C0038,2025-06-18,mañana
TURNO00005139,40812113,C0039,2025-06-18,mañana
TURNO00005140,52218015,C0040,2025-06-18,mañana
TURNO00005141,10912608,C0041,2025-06-18,mañana
TURNO00005142,65168364,C0042,2025-06-18,mañana
TURNO00005143,26789423,C0043,2025-06-18,mañana
TURNO00005144,12122984,C0044,2025-06-18,mañana
TURNO00005145,42059525,C0045,2025-06-18,mañana
TURNO00005146,33414660,C0046,2025-06-18,mañana
TURNO00005147,83683895,C0047,2025-06-18,mañana
TURNO00005148,75252328,C0048,2025-06-18,mañana
TURNO00005149,34373222,C0049,2025-06-18,mañana
TURNO00005150,57087799,C0050,2025-06-18,mañana
TURNO00005151,45401343,C0051,2025-06-18,mañana
TURNO00005152,51309559,C0052,2025-06-18,mañana
TURNO00005153,97468765,C0053,2025-06-18,mañana
TURNO00005154,84203824,C0054,2025-06-18,mañana
TURNO00005155,59384827,C0055,2025-06-18,mañana
TURNO00005156,85478877,C0056,2025-06-18,mañana
TURNO00005157,90278252,C0057,2025-06-18,mañana
TURNO00005158,48876368,C0058,2025-06-18,mañana
TURNO00005159,45990926,C0059,2025-06-18,mañana
TURNO00005160,81534376,C0060,2025-06-18,mañana
TURNO00005161,61554462,C0061,2025-06-18,mañana
TURNO00005162,24287491,C0062,2025-06-18,mañana
TURNO00005163,25813901,C0063,2025-06-18,mañana
TURNO00005164,52901839,C0064,2025-06-18,mañana
TURNO00005165,64315245,C0065,2025-06-18,mañana
TURNO00005166,58308885,C0066,2025-06-18,mañana
TURNO00005167,11655407,C0067,2025-06-18,mañana
TURNO00005168,71064586,C0068,2025-06-18,mañana
TURNO00005169,54527680,C0069,2025-06-18,mañana
TURNO00005170,44006022,C0070,2025-06-18,mañana
TURNO00005171,89519052,C0071,2025-06-18,mañana
TURNO00005172,66815575,C0072,2025-06-18,mañana
TURNO00005173,31118171,C0073,2025-06-18,mañana
TURNO00005174,90652482,C0074,2025-06-18,mañana
TURNO00005175,82623986,C0075,2025-06-18,mañana
TURNO00005176,91075873,C0076,2025-06-18,mañana
TURNO00005177,63167205,C0077,2025-06-18,mañana
TURNO00005178,37777409,C0078,2025-06-18,mañana
TURNO00005179,30108651,C0079,2025-06-18,mañana
TURNO00005180,81914677,C0080,2025-06-18,mañana
TURNO00005181,62174914,C0081,2025-06-18,mañana
TURNO00005182,32296375,C0082,2025-06-18,mañana
TURNO00005183,84668137,C0083,2025-06-18,mañana
TURNO00005184,21849608,C0084,2025-06-18,mañana
TURNO00005185,93520219,C0085,2025-06-18,mañana
TURNO00005186,34440293,C0086,2025-06-18,mañana
TURNO00005187,80441895,C0087,2025-06-18,mañana
TURNO00005188,65114777,C0088,2025-06-18,mañana
TURNO00005189,81929103,C0089,2025-06-18,mañana
TURNO00005190,64379749,C0090,2025-06-18,mañana
TURNO00005191,80470576,C0091,2025-06-18,mañana
TURNO00005192,50065117,C0092,2025-06-18,mañana
TURNO00005193,92846944,C0093,2025-06-18,mañana
TURNO00005194,74816364,C0094,2025-06-18,mañana
TURNO00005195,51799183,C0095,2025-06-18,mañana
TURNO00005196,54958424,C0096,2025-06-18,mañana
TURNO00005197,22011351,C0097,2025-06-18,mañana
TURNO00005198,55538614,C0098,2025-06-18,mañana
TURNO00005199,28982086,C0099,2025-06-18,mañana
TURNO00005200,53869470,C0100,2025-06-18,mañana
TURNO00005201,82694304,C0001,2025-06-18,tarde
TURNO00005202,34440293,C0002,2025-06-18,tarde
TURNO00005203,28615523,C0003,2025-06-18,tarde
TURNO00005204,93387561,C0004,2025-06-18,tarde
TURNO00005205,48165395,C0005,2025-06-18,tarde
TURNO00005206,16898509,C0006,2025-06-18,tarde
TURNO00005207,28705370,C0007,2025-06-18,tarde
TURNO00005208,99126444,C0008,2025-06-18,tarde
TURNO00005209,22011351,C0009,2025-06-18,tarde
TURNO00005210,95018712,C0010,2025-06-18,tarde
TURNO00005211,29519457,C0011,2025-06-18,tarde
TURNO00005212,15597238,C0012,2025-06-18,tarde
TURNO00005213,33537439,C0013,2025-06-18,tarde
TURNO00005214,41627539,C0014,2025-06-18,tarde
TURNO00005215,12058022,C0015,2025-06-18,tarde
TURNO00005216,51866978,C0016,2025-06-18,tarde
TURNO00005217,46619874,C0017,2025-06-18,tarde
TURNO00005218,82072610,C0018,2025-06-18,tarde
TURNO00005219,50892983,C0019,2025-06-18,tarde
TURNO00005220,94246836,C0020,2025-06-18,tarde
TURNO00005221,81914677,C0021,2025-06-18,tarde
TURNO00005222,99834337,C0022,2025-06-18,tarde
TURNO00005223,24968100,C0023,2025-06-18,tarde
TURNO00005224,81775019,C0024,2025-06-18,tarde
TURNO00005225,50312202,C0025,2025-06-18,tarde
TURNO00005226,23776764,C0026,2025-06-18,tarde
TURNO00005227,86197640,C0027,2025-06-18,tarde
TURNO00005228,77199141,C0028,2025-06-18,tarde
TURNO00005229,39308357,C0029,2025-06-18,tarde
TURNO00005230,91247563,C0030,2025-06-18,tarde
TURNO00005231,77493159,C0031,2025-06-18,tarde
TURNO00005232,48876368,C0032,2025-06-18,tarde
TURNO00005233,28615523,C0033,2025-06-18,tarde
TURNO00005234,46893983,C0034,2025-06-18,tarde
TURNO00005235,91795127,C0035,2025-06-18,tarde
TURNO00005236,65552273,C0036,2025-06-18,tarde
TURNO00005237,85118727,C0037,2025-06-18,tarde
TURNO00005238,30379923,C0038,2025-06-18,tarde
TURNO00005239,44162414,C0039,2025-06-18,tarde
TURNO00005240,61373608,C0040,2025-06-18,tarde
TURNO00005241,43265658,C0041,2025-06-18,tarde
TURNO00005242,43265658,C0042,2025-06-18,tarde
TURNO00005243,88275566,C0043,2025-06-18,tarde
